評論者,評等,評語
王怡珍,3,菜色還可以，這樣的價位但食材沒有想像中的高級，甜點還不錯吃
吃貨LiSa函,5,食材新鮮，便宜，氣氛佳
Palo Hang,5,地點很方便，從板橋捷運站步行到這約7~10分鐘，餐廳很挑高寬敞，空間安排非常舒適，餐食分類及擺盤清楚易找，食物新鮮品質好，煲罐湯及海鮮都很新鮮好吃，帶家人來都非常喜歡!覺得cp值很棒~                                         吃得飽飽，走到樓下逛個百貨消化一下，接著逛街看電影都非常方便! 有時間還可到旁邊新北市政府樓頂天台觀看新北天際線(免費的)、或到附近林家花園走走(約步行15分鐘)，都是很棒的闔家半日遊安排喔!
Alisa Chang,5,各國特色餐點，滿足每個人
郭諺謙,4,飲品及甜點極優
張藝耀 Changyiyao,4,前兩週有跟老婆小孩去享用，餐點的食材口味都蠻不錯，選擇也算多元，只是用餐價格偏高，另外用餐時間到就會準時清場。
林裕雯,2,(由 Google 提供翻譯) 菜色不多(原始評論)菜色不多
Starry Night,4,餐點種類很多 下午茶就可以吃超飽的了
張志宏,5,(由 Google 提供翻譯) 好！(原始評論)好！
陳嘉嘉,5,吃很飽
Cindy Chen,4,吃到飽
Lce A,5,不錯 用料方面都很好 缺點就是有時候會有點亂
劉芷妤,2,吃的料理大部份都沒出來不然就是要在那邊等師傅″煮出來″
Jim Chang,5,人潮依舊多菜色種類繁多，聚餐的好所在。
江振國,4,海鮮新鮮好吃，種類還算多。
朱鈺錚,3,菜色多、生魚片區不錯
帥兒子,4,餐點很好吃。但氣氛差了點
AKen Hsu,4,好吃 價格稍高
Kaoru Chen,4,好吃選擇多，價格太高
K ssed,3,京站店比較好吃
Nita,3,種類多 但握壽司總是只有便宜貨在架上
蔡憶豐,5,(由 Google 提供翻譯) 好吃的美食天地！(原始評論)好吃的美食天地！
小威,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
顏文輝,3,就懸崖
李祥剛,5,價格隨然高了點，用餐環境好，餐點種類多，食材新鮮。
徐怡祺,5,服務好環境優
WJ LIN,2,空間太小，動線不佳，供食選擇也較少，整體較其他分店差。
張之羿,4,好吃 只可惜2點準時清場，太晚到吃的時間就不夠了
クリストファーー,5,(由 Google 提供翻譯) 超高cp值(原始評論)超高cp值
Yufeng Chen,3,3.5顆星
阿俊,4,CP值不高 食物沒有很好吃
Gary Gao,4,(由 Google 提供翻譯) 這麼多的食物，很好(原始評論)so many foods and so good
韋賢何,3,還不錯 餐點種類多 可惜有些餐點食物不好吃…這個價格會有更好的選擇
0970626828 a0970626828@gmail.com,1,(由 Google 提供翻譯) 一進入到店家，本來心情愉快的我們因為是結婚週年日，但一到櫃檯時服務人員（副店長）一副高姿態的說：你們的訂位已過時間，所以已經先讓年長者，不方便的長輩先行使用了。 …更多(由 Google 提供翻譯) 一進入到店家，本來心情愉快的我們因為是結婚週年日，但一到櫃檯時服務人員（副店長）一副高姿態的說：你們的訂位已過時間，所以已經先讓年長者，不方便的長輩先行使用了。 （到這裡我都能夠體諒）但（副店長）居然口氣不好及傲慢態度跟我說：這是我們公司老闆的規定！不能指定坐位”我已經幫你們排好了，就要求帶位人員請我們離開到位置上，（但過程有尊重到我們消費者的感受嗎？)之後才由店長出面跟我先生溝通，道歉！但當時的我整個心情不好到好想走人。只因為我要保住我先生的飯碗嗎？難道會做事的人最可憐，也最可悲因為沒有人看的到，感覺好像只要“嘴巴甜一點會講話”就算沒有什麼工作技能，公司好像也無所謂，因為公司是集團，所以只能傾聽各體系單位的“主管”向上所呈報的一切內容，所以真正會做事，有能力的人，“但你如果沒有“主管級的人員”賞識及肯定，一樣只能做到累累😴，有是還會不定時，而且莫名其妙的被“上司罵~又不能回嘴說理由或為什麼的時候，真的很無言？這樣的“職場”真的能夠“保障員工” 及在工作時不帶任何情緒的去服務客人嗎？ “服務業”真的很累。但樣的“團體生活環境裡”，不是應該“更加團結及和偕”的一起努力為團隊做出成績口碑嗎？不是只會做表面功夫，希望大家能夠共體時間。如果每位“主管”的想法，都是以“自我利益為中心的話“又自私自利，那麼在他底下真正有做事的員工，真的好可悲喔！一點福利獎勵都沒有，因為主管只在乎自己的利益，卻沒有想過是多少基層的努力而得到的福利，真的自私到自己好就好，那麼公司就算有好的人才，真的能夠留的住嗎？只因為沒有動力及目標。我本人去“板橋店”用餐過非常多次了！都是在“板橋店”，從原本“員工的禮貌，親和力及笑容又積極的態度，當時的我去用餐心情是非常愉悅的。但現在完全沒有如此這般的感覺了。感覺人數下滑的明顯，菜色就不多講了，沒有好的用餐心情，還談的上菜色好不好嗎？所以個人覺得“接待”就是公司最重要的門面之一，我個人覺得很重要。還有“公司主管們”有真心的去了解員工的工作態度及狀況嗎？我知道你們是集團不會在去在意這種小事情。但好的“員工去留與否”，福利制度是否有做到公平公正。我真的希望你們這麼大財團。能夠多多傾聽一些基層員工的聲音好嗎？薪資領的多，卻是爽爽的做，那些低薪又做到“又累”汗水”擦乾”後再繼續做事人呢？上司們：你們認為“人事成本高低”分的這麼清楚的好處，是好到會講話的人，還是會認真做事的人呢？話說“謙卑”謙卑”再謙卑。今天我在你們的公司用餐，真的完全感受不到被尊重與真心誠意道歉的態度。這就是貴公司員工的用人之道嗎？更生氣的事，自己講出口的話，還理直氣壯的說：她不可能會講出這種話？？？不是我一個人聽到而已好嗎？……原來真的很想走人，我忍住了，看到東西也完全沒有胃口了……是為了要省成本嗎？才中午耶！我也知道廚師們難為了。希望你們公司的高層人仕，能夠更公平，公正，公開……請不要用有私心，雜念的人，去處理，了解正確事實的一面好嗎？如果只是光聽單方面，就告知完成了解的話，那麼我今天講這麼多，應該一點用處也沒有，也或許我的這篇文章也會被壓蓋下了的。謝謝你們(原始評論)一進入到店家，本來心情愉快的我們因為是結婚周年日，但一到櫃檯時服務人員（副店長）一副高姿態的說：你們的訂位已過時間，所以已經先讓年長者，不方便的長輩先行使用了。（到這裡我都能夠體諒）但（副店長）居然口氣不好及傲慢態度跟我說：這是我們公司老闆的規定！不能指定坐位”我已經幫你們排好了，就要求帶位人員請我們離開到位置上，（但過程有尊重到我們消費者的感受嗎？)之後才由店長出面跟我先生溝通，道歉！但當時的我整個心情不好到好想走人。只因為我要保住我先生的飯碗嗎？難道會做事的人最可憐，也最可悲因為沒有人看的到，感覺好像只要“嘴巴甜一點會講話”就算沒有什麼工作技能，公司好像也無所謂，因為公司是集團，所以只能傾聽各體系單位的“主管”向上所呈報的一切內容，所以真正會做事，有能力的人，“但你如果沒有“主管級的人員”賞識及肯定，一樣只能做到累累😴，有是還會不定時，而且莫名其妙的被“上司罵~又不能回嘴說理由或為什麼的時候，真的很無言？這樣的“職場”真的能夠“保障員工” 及在工作時不帶任何情緒的去服務客人嗎？ “服務業”真的很累。但這樣的“團體生活環境裡”，不是應該“更加團結及和偕”的一起努力為團隊做出成績口碑嗎？不是只會做表面功夫，希望大家能夠共體時間。如果每位“主管”的想法，都是以“自我利益為中心的話“又自私自利，那麼在他底下真正有做事的員工，真的好可悲喔！一點福利獎勵都沒有，因為主管只在乎自己的利益，卻沒有想過是多少基層的努力而得到的福利，真的自私到自己好就好，那麼公司就算有好的人才，真的能夠留的住嗎？只因為沒有動力及目標。我本人去“板橋店”用餐過非常多次了！都是在“板橋店”，從原本“員工的禮貌，親和力及笑容又積極的態度，當時的我去用餐心情是非常愉悅的。但現在完全沒有如此這般的感覺了。感覺人數下滑的明顯，菜色就不多講了，沒有好的用餐心情，還談的上菜色好不好嗎？所以個人覺得“接待”就是公司最重要的門面之一，我個人覺得很重要。還有“公司主管們”有真心的去了解員工的工作態度及狀況嗎？我知道你們是集團不會在去在意這種小事情。但好的“員工去留與否”，福利制度是否有做到公平公正。我真的希望你們這麼大財團。能夠多多傾聽一些基層員工的聲音好嗎？薪資領的多，卻是爽爽的做，那些低薪又做到“又累”汗水”擦乾”後再繼續做事人呢？上司們：你們認為“人事成本高低”分的這麼清楚的好處，是好到會講話的人，還是會認真做事的人呢？話說“謙卑”謙卑”再謙卑。今天我在你們的公司用餐，真的完全感受不到被尊重與真心誠意道歉的態度。這就是貴公司員工的用人之道嗎？更生氣的事，自己講出口的話，還理直氣壯的說：她不可能會講出這種話？？？不是我一個人聽到而已好嗎？……原來真的很想走人，我忍住了，看到東西也完全沒有胃口了……是為了要省成本嗎？才中午耶！我也知道廚師們難為了。希望你們公司的高層人仕，能夠更公平，公正，公開……請不要用有私心，雜念的人，去處理，了解正確事實的一面好嗎？如果只是光聽單方面，就告知完成了解的話，那麼我今天講這麼多，應該一點用處也沒有，也或許我的這篇文章也會被壓蓋下了的。謝謝你們
劉娃娃,5,菜色超多，跟著時節在出菜東西多又豐富
方雅筠,4,東西多樣化，好吃，要先訂位
張閔琇,5,很豐盛的吃到飽，一堆喜歡的。
邱益煌,4,板橋店較京站店菜色較多；位置也較大；洗手間也較幹淨
王小涵,4,好喜歡這裡的甜點
蕭良予,5,寬敞舒適的用餐環境，食材豐富新鮮，停車方便
吳盈慧,4,食物種類多！甜點種類多！
簡凱,5,服務好，食材棒
Lilian Chen,4,食材新鮮，有一定品質，唯烤魚下巴太重鹹，甜點太甜。
撒旦萬歲,4,去了幾次菜色不變以外都很棒
許嫚嫚,5,很喜歡 奶油杏鮑菇，很入味又好吃！骰子牛，有點冷掉！剛起鍋一定很讚！蝦子，刀叉就能輕鬆剝殼！新鮮！
Henry Chen,2,可惜服務員太少，收空盤太慢。
Vincent Chou,4,東西新鮮食材選擇性眾多，唯單價高了一點(比其他品牌)，午茶時間稍便宜一些。因在小遠百13樓，所以停車逛街都方便！要去之前最好預約，人蠻多。
TAKO SHOW,5,骰子牛很值得品嚐
黃建忠,5,環境乾淨整潔彩光和緩待人和諧是個家人朋友.公司行號.學校聚餐.婚宴都是個不錯的選擇喔
Paul Liu,4,菜色還行
Joansy Tsai,2,食材還算新鮮 桌邊服務人員 以及餐點區的師父們 服務態度佳但是菜色少了幾樣 炸物區蝦子小了麵皮厚了油了 燒賣還是一樣難以入口補菜跟補餐具的速度慢了 有幾樣熱門的菜沒了就空擺著逛好幾圈都沒人補 ⋯⋯更多食材還算新鮮 桌邊服務人員 以及餐點區的師父們 服務態度佳但是菜色少了幾樣 炸物區蝦子小了麵皮厚了油了 燒賣還是一樣難以入口補菜跟補餐具的速度慢了 有幾樣熱門的菜沒了就空擺著逛好幾圈都沒人補直到大家吃的差不多了 到甜點處排隊時才看到菜色紛紛出籠炸蝦要排隊經常排不到也就算了畢竟師父的手一直沒停過 只是太熱門了想吃鴨肉粥卻發現整層樓找不到碗可用 最後還是一個服務生幫我調到一個吃自助餐就是為了用餐的每個人都吃的到自己喜歡的 不用將就他人口味但整場吃下來 有點勉強 因為想吃的不是空了未補 就是一直在排隊用餐品質下降到我覺得唯一值得稱讚的是服務態度跟用餐環境佳如果非節日的品質都下降成這樣 假日/節日的品質還能期待嗎？最近在板橋店吃過1次 北車1次 內湖2次 就屬這次最失望
Hui CHEN,1,超貴又不好吃！！
Tammi Chen,3,普普通通，不過自助餐大概就是這樣了
Marco Hu,4,動線不錯餐區選擇多桌面整理勤快~
蔡佩姗,4,蝦子新鮮好吃，餐點種類多樣，但真的太貴了，平日中午去的價格比較能接受！
黃獻靖,5,沒生蠔，龍蝦，CP值不高
鄭博晉,3,種類豐富，但都還差一些。
Woody Lin,3,一般般的吃到飽餐廳
陳文瑞,5,(由 Google 提供翻譯) 休息 享受美食(原始評論)休息 享受美食
John Nico,2,聖誕節時候吃的沒什麼菜 然後都是冷食居多烤鴨也沒有 烤雞很多碎骨頭 ⋯⋯更多聖誕節時候吃的沒什麼菜 然後都是冷食居多烤鴨也沒有 烤雞很多碎骨頭又乾又有血色|||惟一值得稱讚的 大概就是員工服務不錯但這樣的價位 這點東西 很難再來第二次了 總之跟想像中差好遠！
王美燕,4,食物都不錯，整理餐盤也快速
廖寶玲,3,菜色多樣.食材尚可.甜點多且好吃
Joanna lLIN,4,(由 Google 提供翻譯) 好！(原始評論)Good!
pixie yu,3,東西變得比較不美味了，服務生收盤子打翻東西有些頻繁，暫時應該不會再光顧了，sorry.
王進源,4,服務態度很好。
01777571 gn,5,種類眾多又新鮮，非常建議的好餐廳。
周映彤,1,還沒開始吃，訂位的位子就要分開坐了 ，（電話訂位時有告知可能會做六人座（7個人）或兩個四人座）進場時才發現是前後的四人空桌，向服務人員及櫃檯反應都說沒辦法坐在一起，只說訂位時有告知（當下看到很多座位是臨散的四人空桌）只能建議他們帶位服務的人員須加強帶位能力！免得只會有更多客人訂位了才發現不能坐在一起～～ ⋯⋯更多還沒開始吃，訂位的位子就要分開坐了 ，（電話訂位時有告知可能會做六人座（7個人）或兩個四人座）進場時才發現是前後的四人空桌，向服務人員及櫃檯反應都說沒辦法坐在一起，只說訂位時有告知（當下看到很多座位是臨散的四人空桌）只能建議他們帶位服務的人員須加強帶位能力！免得只會有更多客人訂位了才發現不能坐在一起～～吃的部分只能說很少選擇（小遠百太小了）每個東西都要排很久，然後一下子就沒了，不會再來吃了！
這坑森阿,4,去一定要提前定位   個人意見是平日去吃   人少又比較便宜  比價不用人擠人的   覺得帶位服務需加強   座位都是配好的  還能讓其他客人做錯位置   我覺得這服務可以檢討  有立即處理     室內設計那能要調整   轉角處做實心的    常常看到很多人滿手食物跟熱湯   又有小孩走動    一不小心會對撞   很可怕     食物方面是好吃的    新鮮    美味  但是也有小缺點   因為正忙   後來準備的東西  品質稍微有點下降  可以注意一些   很多盤子都沒洗乾淨   也要注意     以上是個人去過的心得
蘇威任,4,精緻Buffet
芝芝寧,4,菜色沒什麼變化，很難會想再去
昭君林,4,今天到這裡吃下午茶，東西很多，很新鮮，好吃喔！
王大維,5,(由 Google 提供翻譯) 好吃！(原始評論)好吃！
Wanlin Lin,3,服務人員態度很好餐點普通，菜色也不算很多
Martin,4,不喜歡 因為肚子會吃到撐的不舒服……  少一顆星 是因為能在便宜嗎??
何明虎,1,下午茶覺得很糟，出菜超慢，好幾道菜都只看的到菜名，沒有菜。
Jeff Chien,5,食材新鮮，空間舒適，菜色多樣，熱食每次量不多，但是補得很快，總是能吃到熱呼呼的菜，飲料選擇也很多，價格也不貴，非常適合聚餐。
陳芓尹,5,東西讚啦
蕭艾倫,5,環境不錯，走到也寬敞。還有停車場。吃的東西也多元化，我最愛吃炸蝦。
張裕隆6,3,菜色種類多，尤其是海鮮類，其它的平平。
黃真,3,口味還好，動線有改善空間
洪倫,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Chiawen Huang,5,服務大有進步請保持下去
梁世主,4,食物眾多，價格合理，CP值oK，服務佳
guohuei chen,4,東西多樣 吃到飽裡面的價格還算可接受
jackychang85,5,生魚片新鮮牛排顏色漂亮蛤蜊湯好喝
Chaio Chen,4,現煮的蛤蜊湯&現炒的骰子牛肉都好吃好喝～這兩邊的服務人員也都有耐心的親切請我們等一下。其他大部分覺得普通～裝飲料杯一拿起來看其實下半部蠻霧的不太乾淨的感覺。
Zachary Jen,4,整體來說，沒有其他分店的高水準表現，蝦蟹類處理不是很好
joe Hsiao,4,食物種類繁多
矛盾三層,4,我喜歡 骰子牛 炸蝦 避風塘炒蟹
章露斯,5,菜樣可以任選，菜色很多，也很新鮮，真的不錯，但吃飯時間有限制。
阿咩,2,去了一次，感覺不太好，或許是個案不知道，想吃的東西，從我去到離開，那個盤子都剩人家挑剩的，因為是挑剩的，當然不是看起來想吃的部位或賣相，也因為還剩那一點，服務人員就是不會換新的。
080 Yagami,5,非常棒的吃到飽餐廳，去就是一種享受，非常多的餐可以點
Ian Chang,5,食材豐富，價格合理。
陳孟鈞,4,(由 Google 提供翻譯) 新鮮食材(原始評論)食材新鮮
王詩瑋,4,下午茶划算，其他時段cp值中間
Umi Wang,5,(由 Google 提供翻譯) 品種很多(原始評論)種類多 很精緻好吃❤
Rexy H,5,服務友善，食物種類多
錦龍余,4,想吃的幾乎都有了
張恆諄,4,服務不錯，菜樣很多，但是收費真的愈來愈貴。
星No,3,今天去吃了晚餐，很多食材都像大賣場試吃都一點點，都以為夾完了，沒有像在響食天堂的感覺....不過甜品類還不錯。
賴巴一,5,菜色多樣，食材新鮮，位置寬敞，應該是新北市最佳的吃到飽餐廳
李彩藝,2,服務態度很差，排隊排很久⋯⋯⋯說不完的糟糕⋯⋯不會再去我從來沒吃過這麼糟糕的餐廳⋯⋯⋯
詹志堅,4,服務態度好，空間舒服，食物好吃，甜點，水果，飲料冰淇淋都是很好，值得常常來。
Jia Shan Ting,4,"菜色多,補班日算平日費用划算很多"
賴ting,4,平日的下午茶，CP值高，吃的很開心，服務態度也佳，以後還會再去吃 。
opti-solar,5,"(由 Google 提供翻譯) 這條Shinyeh連鎖店的ALL YOU CAN EAT很棒的日式自助餐(原始評論) …更多(由 Google 提供翻譯) 這條Shinyeh連鎖店的ALL YOU CAN EAT很棒的日式自助餐(原始評論)Great japanese buffet at this Shinyeh chain ALL YOU CAN EAT,  in FE21 mall banciao"
索羅斯翰,3,食材都很新鮮，但幾個區塊常常東西沒了都不補。
廖公主,4,(由 Google 提供翻譯) 骰子牛肉也好吃(原始評論)骰子牛肉也好吃
琳仔,3,菜色還好
卓卓,3,食物好吃但說實在樣式不多補料也太慢
風飛沙,5,(由 Google 提供翻譯) 超值(原始評論)超值
Kenny Chen,4,好吃!不過生蠔好像晚上才會有
老劉,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
chunyu,1,(由 Google 提供翻譯) 菜色不佳(原始評論)菜色不佳
蔡笨笨,3,價格中上，菜色多一點點
張子展,5,適合全家大小來聚餐的好地方
Minalinsky,4,假日很多人要訂位飲料種類較少
林恩彤,2,(由 Google 提供翻譯) 成分(原始評論)食材普通
Lickey Lee,4,吃到飽餐廳
劉生全,3,牛肉每次都只給一片，太少，蝦子建議有草蝦更好這次沒有看到西瓜汁，有失望甜點希望新增馬卡龍
史努比online6363,4,還不錯
陳怡儒,5,吃過了京站店板橋店內湖店，還是覺得板橋店最好
李承祝,4,氣氛不錯 然後是吃到飽不限時可惜很多東西好鹹
林雅惠,4,餐點總類多，挑高的屋頂給人舒適感！
Tymothy Chen,4,(由 Google 提供翻譯) 各種食物(原始評論)Variety of foods
游銘宏,4,菜色多樣
Ching-Yun Li,1,雖然有訂位，但還是被要求要排隊，排到了卻又說沒有先報到，門口報到處也標示的不清楚，服務人員也沒將清楚，讓人排了兩次隊，浪費時間
Lucy Kao,4,(由 Google 提供翻譯) 食材新鮮，種類眾多，可惜週六客人太多，最外側坐位空調差了一點(原始評論) …更多(由 Google 提供翻譯) 食材新鮮，種類眾多，可惜週六客人太多，最外側坐位空調差了一點(原始評論)食材新鮮，種類眾多，可惜周六客人太多，最外側坐位空調差了一點
Manzusili Chiu,3,一直都是饗食的支持者，七、八月剛好朋友約來板橋店聚餐共兩次，納悶的是已經早早訂位了，卻還必須跟著隊伍排隊，再依照排隊的順序進場，在其他店沒碰過這樣的情況，詢問外場人員的回覆是『板橋店就是要排隊啊』，蠻奇特的，呵呵
呂堯榮,5,價錢實在，東西好吃，氣氛佳。
Fred Tai,3,下午茶與朋友餐聚，到時已先確定訂位但仍要排隊，實感很不便，取餐區燈光稍暗(與隔壁美食用餐區比較)，有些取餐小盤或容器與內容物好似感覺如大賣場取用免費試吃的那樣。也許是為維持食材用量的控管，另外每盤主物的內容都不會是太多，儘管會適時補上主物的內容，餐點口味還好，沒有特別亮點之處。
Michael Wang,4,餐飲種類多，但精緻度較以往退步
Amnina Lin,4,中式西式日式港式台式各樣餐點俱全，飲料也非常多元，甜點任君選擇。用餐時間兩個小時，裝潢尚可，服務親切。電話預約是最正確的，每次去用餐都要大排長龍，收一成服務費。用完餐，還可逛每個樓層的百貨，交通很方便，機車位很難找喔！
CP Yuan,4,還可以 蠻大
美伶陳,5,精緻的餐點
Mei Chiu,3,(由 Google 提供翻譯) 尚可(原始評論)尚可
Howie Liu,4,還不錯，不過排隊在美食街有點麻煩
Bryan Lin,3,吃粗飽的buffeet，價格合理，沒有什麼精緻的東西
Zhanglin,4,"(由 Google 提供翻譯) 美食，良好的服務和良好的飲食環境(原始評論) …更多(由 Google 提供翻譯) 美食，良好的服務和良好的飲食環境(原始評論)Good food, Good service n nice eating environment"
LK Hsu,2,去過好幾家饗食天堂 這家是品質最差的了！
Lien Jung-Shih,3,晚餐種類與先前在京站時的下午茶所差不多，雖然還是可以吃的很飽，但並沒有讓人再訪的動力。
Poki Liao,4,整體來說，CP值還不錯，尤其是在使用餐券的時候。建議在平日用餐而不要在假日，如此用餐品質會提昇非常多。生魚片表現依然是可圈可點（對於愛吃鮭魚的我是覺得不錯。若喜歡其他魚類的話，可能會略嫌種類太少） ⋯⋯更多整體來說，CP值還不錯，尤其是在使用餐券的時候。建議在平日用餐而不要在假日，如此用餐品質會提昇非常多。生魚片表現依然是可圈可點（對於愛吃鮭魚的我是覺得不錯。若喜歡其他魚類的話，可能會略嫌種類太少）炸物方面推薦炸蝦（但很容易被搜刮一空，要等）冰品方面只推哈根大支（炒冰就不用浪費自己肚子的容量去嚐試了）甜品在生巧克力跟焦糖布丁上表現都還算不錯水果/飲料就是一般般，不會特別推但也不至於會嫌棄收餐速度快，服務態度良好會再光顧
盧廷鈞,2,"很熱，夏天不要來，今天座位B05，整個區的人都吃到滿身汗，脫外套拿衛生紙擦的大有人在，告知人員可否調整一下冷氣溫度，小姐表示礙於統一的規定無法調整溫度，實在是不好意思，不怪這位服務人員但溫度不能調整至少要有風阿，整個區域只有外側主走道有風，走進用餐區空氣就是死的，一整個熱到不行，第一次在百貨公司高樓層高單價的餐廳吃飯吃到全身都是汗的。 ⋯⋯更多很熱，夏天不要來，今天座位B05，整個區的人都吃到滿身汗，脫外套拿衛生紙擦的大有人在，告知人員可否調整一下冷氣溫度，小姐表示礙於統一的規定無法調整溫度，實在是不好意思，不怪這位服務人員但溫度不能調整至少要有風阿，整個區域只有外側主走道有風，走進用餐區空氣就是死的，一整個熱到不行，第一次在百貨公司高樓層高單價的餐廳吃飯吃到全身都是汗的。至於餐點的部分中規中矩，種類不多不少，但吃起來大部分都還可以，整體吃下來沒有一道讓人驚豔的料理，舉個例子來說，壽司像爭鮮、炒飯像炒翻天，大概就這種感覺。最後服務人員(收錢的那個像公關經理之類的人)的態度實在不好，下午茶一人625，一開始就表示要分開付，我朋友給700，我本來要拿1025，人員卻堅持要我拿1050，最後找我500，然後讓我""自己再想辦法找75塊""給我朋友，一開始完全沒聽懂他的邏輯，之後服務人員不耐煩就直接就堵我一句:反正你就給我1050我找你500就對了。當下整個無言，不知道是不是因為這樣，本來想寫顧客意見調查表，但是每一桌都有，就我們這桌沒給，最後也就算了。試問今天如果是接下來還有事情的客人，本來吃完歡聚完就可以走了，還要特地去換個零錢再找給對方，開頭就說了要分開付。雖然會有點小麻煩，但也沒這麼難吧?這樣的服務最貴(假日晚餐)要快一千一個人實在沒辦法接受。總的來說。不會再去第二次了，食物三顆星，環境減一(太熱)，服務人員正負零(收餐的小姐服務很好，收錢的態度很差。)，整體我給兩顆星。"
陳國雄,5,食物種類多又新鮮還很好吃
Moe Murakumo,4,可能是夏季炎熱加上店內使用的燈泡有聚熱效果剛坐下的前30分鐘熱到沒什麼食慾…菜色很多樣化，每區設計良好，不會有混雜的感覺。 ⋯⋯更多可能是夏季炎熱加上店內使用的燈泡有聚熱效果剛坐下的前30分鐘熱到沒什麼食慾…菜色很多樣化，每區設計良好，不會有混雜的感覺。在餐檯服務的師傅們很親切還會主動提供協助👍跟大直和京站店相比之下好像小了一些，但不影響。希望加強店內的空氣流通，吃飯起來更舒服：)
Kevin Wu.,4,菜色多又豐富。
殘月蝕日,3,空間大 裝潢不錯 服務態度中下 食物質量一般 cp值中下
Hsiao Doris,4,菜色豐富，補菜也很快！很不錯得餐廳
Leo Leo,5,(由 Google 提供翻譯) 骰子牛肉好吃(原始評論)骰子牛肉好吃
林淑惠,3,動線太窄，吃飯不舒服
林小璽,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Chris Lee,3,中規中矩，同價位可以有更好的選擇
李和中,5,食材新鮮，多樣化，物超所值
david Wau,5,自由輕鬆舒適美（味）食 。
陳忠偉,1,很貴 沒什麼變化 味道普通
minnie chen,4,甜點好多
李梓賢,3,可以吃到飽
Wang DianJie,3,東西是多樣沒錯，但都是粗俗品，東西還算好吃。
秦萬榮,5,(由 Google 提供翻譯) 超好吃!(原始評論)超好吃!
GEB Family,1,(由 Google 提供翻譯) 不太好用(原始評論)不太好用
呂瓔蓉,4,菜色多樣
Raven B,1,把我預訂的資料流出給詐騙集團，大家請小心
lo曼,2,隨然菜色多但是沒變化，午餐的菜色普通，假日比較有特色，算高價位的自助餐，吃過是不會想再選擇來這用餐，寧可去大飯店吃
賴冠彰,3,氣氛好燈光美菜色不錯，服務人員態度有待加強，親切ㄧ點!別遇見客戶有問題反應，卻是ㄧ付臭臉還跟客人頂嘴，烤生蠔遇見客人多不多烤點還和同事聊天說笑，後面客人吃不到排很久，看見你們員工在和客人吵架頂來頂去。有失貴公司風範，員工教育真的要落實加強。我不是當事人，但在旁邊看真的看到搖頭。
hermen goh,4,很棒的自由餐吃到飽餐廳！
陳志成,4,以價格來說尚可菜色
林明益,4,還可以，餐點有進步跟改善的空間
Aurora M,1,雖然聽說饗食天堂很差，但因從來沒吃過所以還是去了。心得是：千萬不要來。優點：菜色種類多樣 ⋯⋯更多雖然聽說饗食天堂很差，但因從來沒吃過所以還是去了。心得是：千萬不要來。優點：菜色種類多樣缺點：菜色很多看起來不可口且擺放過久的感覺。■最可怕的是！！！這裡衛生真的不太好，座位地上很多垃圾沒清，且一走進店內就有垃圾味，不少果蠅在飛，晾在外面的蛋糕本來要夾的，結果也是果蠅飛出來好可怕！(最後只敢拿甜點櫃裡的最後發現原來垃圾味是來自服務生推的回收餐具和廚餘的車子，超可怕，來收盤子我很感謝，但很像旁邊停了一台垃圾車…根本沒胃口…這是我第一次吃吃到飽沒吃飽，而且…我一走出店外等公車不到十分鐘，馬上飛奔回百貨公司大勞賽！！！！付這個價錢來吃…不衛生又勞賽…根本自虐…〒▽〒
Wei Chun Wu,1,菜色萬年不變，價格卻水漲船高，要不是因為同事聚餐，平時不會想去。
小丹丹,4,不錯，服務也好。
林芬芳,4,(由 Google 提供翻譯) 甜點很好吃，蛋糕種類繁多(原始評論)甜點很好吃，蛋糕种类繁多
邱虹雨,2,牛排真夠老的！！
Andy Wang,4,餐點種類很
carina lu,4,環境不錯，餐點很多
Cheyu Hung,3,"(由 Google 提供翻譯) 豐富的食物選擇並不是所有人都可以吃，也許60％是可口的。(原始評論) …更多(由 Google 提供翻譯) 豐富的食物選擇並不是所有人都可以吃，也許60％是可口的。(原始評論)Rich of food options bit not all are good to eat, perhaps 60% is wel."
YUNCHI HSIUNG,4,813現在沒有經過板橋公車站了哦
張瑋哲,5,平日中午還不錯
Karl Liang,3,菜色還ok，但瀕臨夏季，收拾車推來推去，讓整個用餐區都瀰漫著淡淡的廚餘味，我不喜歡
Wei嫻,1,目前吃過最差的饗食店
HAPPY YU,4,場地大，乾淨 超多美食可以選擇的，有的根本沒機會吃，只能用看的，因為撐不下去啊
I CHUNG CHANG,4,(由 Google 提供翻譯) 吃到爽爆~(原始評論)吃到爽爆~
洪啟煌,4,吃到飽的好地方，東西多，重點還有啤酒
Vivian Chuo,4,cp值高的吃到飽餐廳，需先訂位
Michael Chen,3,東西還算多，適合吃粗飽，精緻度就要再看看了
Alex Chow,5,食物種類多，價格相宜
舌尖上的台灣Young,4,下午茶評論  必吃的鴨肉捲跟炸蝦現炒牛肉塊 這些 原則上以自助餐來說這個價格並不會貴 多樣化的選擇算是很好 缺點就是 多樣化的選擇也變成品質無法專精的問題。。。簡單說每樣都吃得到 缺點就是 每樣跟外面單一品項比起來就會弱掉
YU JING LONG,5,物超所值，值得來吃吃
