評論者,評等,評語
CY,3,"吃了好幾年了，最近改版滿新鮮的，牛肉湯很不錯、炸蝦變好吃這點給推不過有幾點滿失望的，飲料區的大馬士革鮮綠沒有了，飲料區明明有很多種飲料，但連是一種冰的""茶""都沒有QQ ⋯⋯更多吃了好幾年了，最近改版滿新鮮的，牛肉湯很不錯、炸蝦變好吃這點給推不過有幾點滿失望的，飲料區的大馬士革鮮綠沒有了，飲料區明明有很多種飲料，但連是一種冰的""茶""都沒有QQ另外，或許是因為燒烤區多了玉米筍，沙拉區的玉米筍被移除了這點有點可惜"
張琮祺,5,服務好 親切 美食讚
Aby Knank,5,(由 Google 提供翻譯) 菜單完成(原始評論)Menunya lengkap
David Lee,4,(由 Google 提供翻譯) CP值高(原始評論)CP值高
Liwei Peng,5,吃下午茶。現沖牛肉湯和現煮蛤蜊湯都很鮮嫩，湯很清淡喝得出原汁原味，鴨粥也熬得很鮮！到處都有蝦，光是炸蝦就有兩種口味，還有白灼的、烤的，最好吃的是鐵板天使紅蝦。鐵板區還有骰子牛切得超大塊又很嫩，但是香料肋眼牛更嫩，香料醃得非常入味。生魚片區最驚艷的是鮭魚，油潤軟嫩！炸烤區最喜歡鯖魚和柳葉魚，一點都不腥，很香。蛤蜊絲瓜和熱炒的蛤蜊都很好吃，鹽焗雞很入味很嫩。熱湯區種類多到沒辦法每種都試。還有點心區、蛋糕區、飲料區……多到下午茶時間根本吃不完。和以前比進步太多了，好吃到不想把時間浪 ⋯⋯更多吃下午茶。現沖牛肉湯和現煮蛤蜊湯都很鮮嫩，湯很清淡喝得出原汁原味，鴨粥也熬得很鮮！到處都有蝦，光是炸蝦就有兩種口味，還有白灼的、烤的，最好吃的是鐵板天使紅蝦。鐵板區還有骰子牛切得超大塊又很嫩，但是香料肋眼牛更嫩，香料醃得非常入味。生魚片區最驚艷的是鮭魚，油潤軟嫩！炸烤區最喜歡鯖魚和柳葉魚，一點都不腥，很香。蛤蜊絲瓜和熱炒的蛤蜊都很好吃，鹽焗雞很入味很嫩。熱湯區種類多到沒辦法每種都試。還有點心區、蛋糕區、飲料區……多到下午茶時間根本吃不完。和以前比進步太多了，好吃到不想把時間浪費拍照！
Ahfur Lai,4,(由 Google 提供翻譯) 美食天堂 all you can eat.(原始評論)美食天堂 all you can eat.
Angela Chen,5,服務周到，補菜的速度很快
rebekah tan,5,吃過台北多家buffet，不得不承認，饗食天堂buffet的CP值是above average的😸
吳佳胤,2,炎炎夏日請特別...特別..特別注意海鮮料理的鮮度(尤其是生食級的)，用餐當晚7/12鮮蚵就出現異味非常腥，小朋友食用白灼蝦也出現過敏現象(沒有海鮮的過敏源)隔天去看醫生，8個大人當晚有吃海鮮的隔天都出現肚子不舒服的症狀，希望店家能加強食品的嚴格把關。
Cosby Wang,5,空間舒適，食物又升級不但好看也更好吃了。
Charlene Lo,4,新的菜色，很不錯！
邱春福,4,我吃過北部饗食最好的一個分店
Max Lee,5,食材新鮮好吃，場地大，交通方便
Lee Min,3,菜色餐點都沒什麼特別，改來改去吃起來都差不多
阿治,5,環境餐點與服務都很不錯~
風輕雲淡,4,CP值還不錯！家人過生日
鄭國勇,3,(由 Google 提供翻譯) 如若與兩三年前的餐點比較，會覺得cp值不高。(原始評論)如若与两三年前的餐点比较，会觉得cp值不高。
Jenny Yu 珍妮 游零極限,5,饗食天堂系列的都很好吃！響響也不錯！有風景可以看媽媽很喜歡
ML LEE,1,假日12:00到場，餐檯上炸物盤都是空的，補餐速度慢，現點現煮湯類廚師順序錯誤，牛排雖軟嫩但肉質不甜，披薩那邊走道東西非常少，螃蟹沒什麼肉，鹹水雞只拿2塊因為非常的鹹，一塊都吃不完.........唉，罄竹難書;除了疫情所安排的空桌幾乎都客滿，但東西真的少，甜點還可以，要價近1000的午餐，非常非常非常.........不值得，以前都去京站店或板橋店這大直店完全不會再來
Claire yu,5,選擇很多 價錢合理～
anthony liu,5,東西多樣化，口味也不差，價格稍高但仍可接受
自在逍遙,5,動線流暢，用餐舒適，停車方便，cp值高，值得推薦！
KJ Lee,5,#饗食天堂#CP值很高的自助餐！#假日晚餐有干貝
T. H. Lin,4,食材新鮮，好吃。
Bianca Wang,5,男友家人帶我來吃下午茶。菜色豐富、羊排好吃，私心推薦小公主沙瓦，化學的美味！
謝鼎基,5,還想再來吃。。
江旭昇,5,(由 Google 提供翻譯) 菜色之多(原始評論)菜色之多
James Hsia,4,自助餐種類很多
劉家驥,5,今天與家人吃下午茶，服務人員注意到老婆有身孕，入坐之後馬上拿了一個靠墊給她靠著椅子。 另外食材不錯吃，環境不錯，當日空調有些不夠冷所以有一點熱不過不至於會流汗
Lewis Rong,3,2020.06.24更新C/P值還是很高，水果居然有愛文芒果真的很棒，但餐盤上的食物真的很多都是空的，補的速度也蠻慢的，骰子牛沒夾到過，漸漸有點廉價化的趨勢，希望能漲一點然後品質再拉高一點。 ⋯⋯更多2020.06.24更新C/P值還是很高，水果居然有愛文芒果真的很棒，但餐盤上的食物真的很多都是空的，補的速度也蠻慢的，骰子牛沒夾到過，漸漸有點廉價化的趨勢，希望能漲一點然後品質再拉高一點。————————————————————————空間跟動線比信義店舒服太多，價錢也算合理，c/p值頗高
周孫帆,4,鹹食上菜速度太慢，甜點跟飲料品質不錯。
陳昭仁,5,(由 Google 提供翻譯) 好(原始評論)Good
Robert Lee,4,食物新鮮食材多樣
v e r a H uH u,5,食材美味豐富，服務親切
Kai,3,東西多樣化，結帳時應發票跟信用卡簽單一起給的，不是客人走到樓下要取車時，才發現沒給發票，不然也可以客人要離開時時詢問一下客人發票拿了沒～要不是停車時需要刷QR碼不然不就不會發現。
蔡昇延,4,最近剛畢業謝師宴來這裡吃，整體內部裝潢設計很有高級感，裡面的調酒推薦給初次嘗試喝酒的人酒精味較沒那麼重！哈根大絲吃起來還好(可能是我吃習慣杜老爺/小美它們了，所以沒感覺！😅吃粗飽，且飲料可依個人喜好添加自己要的冰塊量，牛排希望能能給顧客特別挑說看(3分/5分/7分)，而不是大家統一吃同個熟度的希望能關照到想吃較熟牛排的人！整體而言我很滿意！
Gavin Shiau,5,服務人員說話聲調很熱情。餐點多樣化。現切牛排和豬腳很好吃，還會親切地詢問肉的接受熟度及份量是否足夠。蛤仔湯，簡單卻鮮美。多數菜仍稍微油了點。天使紅蝦事先就開背方便食用，若能先去泥腸就更棒了。
林大偉,5,(由 Google 提供翻譯) 好(原始評論)好
vivian su,1,起司生蠔超不新鮮，一吞下去就反嘔，把前面吃的都吐光光，朋友也說吃下去喉嚨很癢，品管絕對需要加強！這篇希望餐館負責人看到！
何小儒,5,(由 Google 提供翻譯) 好吃好吃(原始評論)好吃好吃
汪倍功,1,服務態度有點槽，發票找零還會忘記拿給客人.
哲安洪,5,海鮮類不錯吃CP值高
陳嘉苓,5,好吃但是還是舊宗路店比較大又多
Shiue,4,空間寬敞舒適，動線的安排也很流暢飲料蠻普通的，有些香精很重西式料理都蠻不錯的
徐維芷,5,都沒有人發現饗食飲料很難喝而且種類太少嗎？每次能入口的飲料只有果汁，像西瓜汁那種，某些飲料香精味很重，偶爾喝到好喝的東西，過陣子就沒了。 ⋯⋯更多都沒有人發現饗食飲料很難喝而且種類太少嗎？每次能入口的飲料只有果汁，像西瓜汁那種，某些飲料香精味很重，偶爾喝到好喝的東西，過陣子就沒了。是覺得臺灣手搖飲料杯店很多，所以客人吃完還可以自己去外面買飲料嗎？除了飲料是個缺失之外，大直店菜色是真的蠻好的，比其他的饗食更好吃，西式料理很棒，前菜小點也蠻用心的。最喜歡吃燉飯，鴨捲，蓮藕蒜頭排骨湯，生巧克力，烤布蕾。
Sharon Lin,3,價位與食材成正比，畢竟一人才近千，所以大家可以不用過度期待。每個餐盤補餐速度都很慢，要有心理準備。每個區域的服務人員態度都很好，除了生魚片片尾端一個男服務生，好聲好氣的【請】他補生魚片，一個臭臉點一下頭，補完後給我用丟的【把碗丟進冰塊區】。要不是當天好心情，真想質問有必要這樣嗎？不想做真的可以不用做，請不要這樣壞了客人的好心情，讓大家花錢去買你的臭臉。如果大直店的主管看到，拜託這位教育訓練真的有待加強，分數都是被一個老鼠屎害的。
Hsu Xuan,4,餐點種類豐富、員工親切專業、餐台及用餐區都算寬敞，以這個價位可以說超值了，但是鮭魚生魚片都切很小塊、熱菜的蝦子都太熟 柴柴的
Hedy Chung,5,人潮少時，覺得服務和舒適度有提升，食材就是基本款，以這種價位還算可以
chiawei Chen,5,用餐環境佳，取餐動線也很好，停車方便，很推薦日前再度前往，並不因客人減少而降低食材及服務品質，非常好
Chengtai Pang,5,(由 Google 提供翻譯) cp值高(原始評論)cp值高
Angel Chu,3,可能是疫情的關係吧！人少了，餐的值根量都變差了
廖淑英,3,好的食材比較慢補
william young,1,你們菜色怎麼跟以前味道不太一樣呢？！ 很多菜以前有提供， 這次我去吃都沒有煮出來， 還有每道菜都涼了， 舊舊硬硬的不好吃👎， 是不是中午剩菜重新炒熱給下午茶的客人吃，品質也不太好， 吃完回去家裡肚子沒辦法消化非常脹不舒服， 你們用來炒菜是用什麼油啊， 到底你們店的東西新不新鮮呢？！ 是否你們店家有騙人嫌疑啊？！ 又要那麼貴， 要不要去總公司反應的？！
Lance李,3,口味普通，樣式很多，烤牛肉有點太硬了，有些樣式的食物可能比較少人拿所以放到有點走味出油，甜點很棒，蝦的種類蠻多的，螃蟹還好
張小皇,5,東西多元又好吃
王羽,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Sam Yang,3,要吃就吃饗饗。饗食天堂很一般。
蔡卓言,3,不想差評！越來越差了！可惜
Toy Lin,4,地點寬敞品項繁多
張維維,4,一級棒 很多食材 選擇
LOLO wa,5,呼。為肉而來為鮭痴狂、雖然在敏感時刻前來但店家有量體溫跟噴酒精服務，下午時段人不多吃的很舒服，今天有感受到他們出的量很剛好、東西都熱騰騰。最驚豔的是骰子牛🎲一口剛好多汁軟嫩，飽餐一頓今天體驗很好👌
林志宗,4,服務親切，食物鮮鮮鮮
Ds Huang,3,(由 Google 提供翻譯) 一般(原始評論)一般
陳璽光,5,生意很好每次都要預約價錢貴
Chungyi Kuo,4,還可以
黃羿傑,5,料理十分的美味，尤其是服務人員都非常的貼心及有服務精神，會在各種地方看到他們的貼心，不有只美味還有如同回到家一般的貼心(*ﾟ∀ﾟ)
Erica Lin,4,(由 Google 提供翻譯) 各種食物，直到吃飽為止。建議預訂，尤其是假期。(原始評論) …更多(由 Google 提供翻譯) 各種食物，直到吃飽為止。建議預訂，尤其是假期。(原始評論)variety food and you eat everything until full. make reservation is recommended especially for holidays.
Zach Chang,3,場地滿寬敞的，飲料選擇也不少，但螃蟹除了用炸的那道之外其他都是悲劇，壽司也很糟糕，建議吃生魚片就好，然後酸辣海鮮湯真D不推薦，其他都中規中矩抹茶雪花冰滿好吃的，可以再加上一球冰淇淋風味更佳
趙雷翔Jerry Chao,5,好吃的自助餐廳，空間寬闊、食材新鮮多樣，要預約、停車方便，每人898元、小朋友449元，加服務費
菜瓜布洗卡稱,5,吃過這麼多吃到飽算好吃的
Omi Lin,4,菜色多元、甜點也很不錯！但座位有點擠，坐裡面的人不好出來取餐
吳阿文,4,用餐環境乾淨舒服，食物大部分都滿新鮮好吃的，但天使紅蝦有點不ok，殼黏在肉上難撥。
劉孝慈,5,來過好多次了，最喜歡大直這邊的，食材好、服務好、味道也很棒👍🏻👍🏻環境也滿大也滿舒適的❤️❤️❤️
Wing Chen,2,餐點還好，拿過一次後沒再拿過第二次⋯同事吃牛排，筋多，刀不利，難切
菲菲,3,高單價食材，補菜速度很慢..很慢@@”
劉照雄,5,食物與服務都很好 只是過年價錢高了一點 等平日再來享受
Pi,2,吃晚餐明明距離結束還有一個多小時，卻急著把餐盤都收光，員工想提早下班可以理解，只是連餐具都收走感覺真的很不好，難得家裡可以聚餐結果是這種服務感覺很差。
Eliza Fan,5,除進場動線外，都很好。
Chris,4,比其他分店價格來的高東西差不多 比較特別的是有較多海鮮料理
Chingyuan Wu,3,種類很多樣，多數還不錯吃，尤其是牡丹蝦跟霸王蟹。但補貨速度不佳，尤其是吃了兩個小時，只看到一次港點的松露蝦餃；烤生蠔看起來像是把牡蠣放到空殼裡面烤，而不是完整一顆撥開來烤。以目前的價位來說，要去吃還是好好想想。
邱目土土車干,5,(由 Google 提供翻譯) 沙瓦(原始評論)沙瓦
Yu-Hsien Ho,5,"(由 Google 提供翻譯) 多麼棒的自助餐。週末每人約900ntd。選擇是豪華和豐富的。他們有很多海鮮選擇，包括ngiri和生魚片。魚真新鮮。他們的蝦天婦羅是我吃過的最好的。有蝦，蟹，魚，貽貝和烤牡蠣。有一個磚爐烤披薩。許多選擇。茶和咖啡吧。一個帶美味迷你甜點的甜點吧。也是一個冰淇淋吧。對於價格和選擇來說，這確實是首屈一指的。我強烈建議您造訪。 …更多(由 Google 提供翻譯) 多麼棒的自助餐。週末每人約900ntd。選擇是豪華和豐富的。他們有很多海鮮選擇，包括ngiri和生魚片。魚真新鮮。他們的蝦天婦羅是我吃過的最好的。有蝦，蟹，魚，貽貝和烤牡蠣。有一個磚爐烤披薩。許多選擇。茶和咖啡吧。一個帶美味迷你甜點的甜點吧。也是一個冰淇淋吧。對於價格和選擇來說，這確實是首屈一指的。我強烈建議您造訪。(原始評論)What an awesome buffet. About 900ntd per person on weekends. The selection is luxurious and plentiful. They've got plenty of seafood choices along with ngiri and sashimi. The fish is so fresh. Their shrimp tempura is some of the best I've ever had. There's shrimp, crab,  fish, mussels, and baked oysters. There's a a brick oven for pizza. Lots of stirfry choices. A tea and coffee bar. A dessert bar with delicious mini desserts. Also an icecream bar. For the price and selection it's really second to none. I would highly recommend a visit."
