評論者,評等,評語
Mingfong Jan,4,如果你喜歡美食，可以考慮這裡。中式料理、日式料理、西式料理、水果甜點冰淇淋，應有盡有，選擇豐富、而且美味！如果你喜歡吃到飽，這裡是不錯的選擇。 ⋯⋯更多如果你喜歡美食，可以考慮這裡。中式料理、日式料理、西式料理、水果甜點冰淇淋，應有盡有，選擇豐富、而且美味！如果你喜歡吃到飽，這裡是不錯的選擇。如果你重視氣氛，就別在假日到這邊用餐。來過幾回，發現人多的時候，用餐氣氛及餐飲品質都會差一些！
王興毅,5,老婆喜歡最重要
LORNA,3,1.位在SOGO９樓，可停車至百貨地下室，消費500可抵半小時停車2.吃飯空間美觀，舒適，服務人員素質不錯，都會主動詢問服務3.有小寶寶專用安全座椅，非常很乾淨，也會主動提供小寶寶的餐具及圍兜4.料理口味偏重，大部份屬重調味，味道還可以，但是食材如果鮮度能提升調味就可少點，現在的價位應該能做的更好
an lu,3,東西還好
Brad Lin,5,多元的飲食選擇， 食材新鮮 適合聚餐
杜月笙,1,"1. CP值非常差,欺負我們中壢人沒好的Buffet.2. 價位698-898(另加10%)可以改吃其他餐廳,而且又新鮮好吃~3. 多加200可以吃到10星的餐廳,為何省那200去吃3星的餐廳?"
黃小生,3,食材新鮮度普普...
雲筱舞,4,東西多元……對孕婦友善服務……可惜部分海鮮新鮮度不足……
Allen Chang,5,海鮮很過癮，氣氛也營造很優。
徐瓊華,4,走日式料理吃到飽風格
Yiyi Liu,4,CP值高 好吃 沒限時 甜點超多種生日週會有優惠但餐點變化不大 很久沒吃也是一樣菜色
沈小伶,2,比起以前在桃客大樓覺得有差，價格又比以前貴很多，菜色不多，個人覺得它貴在裝潢！吃的也沒特別不同
葉葉丶,4,菜色豐富，適合胃口大的人去吃飯
3A Daddy,4,食物好吃，食材不錯，選擇種類繁多，冰品具有質感，水果新鮮，甜點稍嫌一般，環境有些吵雜，適合滿足口慾但不適合談事情。
黃培均,1,電話怎麼打就是打不進去
菁菁,3,晚餐餐點也沒很多種，熟食還不錯，牛肉餐點都很好吃，甜點區有地雷，檸檬磅蛋糕和瑪德蓮太乾了，吃一口我就想吐出來，瑪德蓮還有淡淡的油耗味
蘋果兒,3,(由 Google 提供翻譯) 普通好吃(原始評論)普通好吃
Akatsuki Lin,4,(由 Google 提供翻譯) 好吃！(原始評論)好吃！
許筱涵,5,"餐點很美味,約會好去處"
Knight Dark,4,多樣化的菜色任君挑選很好吃，價位高了些，最好先訂位
賤民,5,菜色豐富，空間大，服務態度好，很常吃，覺得值得
Jason Young,2,我覺得東西的好吃程度和價位不成比例
Bow Su,4,就是一家連鎖的餐廳，空間很大，讚
Hsu Danny,4,炸物區很好吃，日式料理的壽司米飯有點太酸了
蘇益民,4,食材好吃，但有些好吃要跟員工點的例如：櫃子裡的甜點那裡的比較好吃，開放甜點還好。
emi wu,5,稍貴，不過種類繁多，食材也還算新鮮
c84127100,5,價格貴  但是很好吃  很划算
禮全姜,3,算是中壢區 較高級的 日式吃到飽料理。跟台北比的話 還是差一截
Mer Lin,4,比較精緻的餐點  希望菜色再多變化
Andrew Li,3,沒有龍蝦
中心,4,菜色多樣化！
蔣蔣崗虎,5,聊天、暢談公事，用餐空間寬敞食材豐盛，尾牙、聚餐的好地方！
張呈宇,3,還有改善空間
Simon Lee,4,不錯的自助餐廳！人多！
葉雲,5,(由 Google 提供翻譯) 沙朗牛排好吃(原始評論)沙朗牛排好吃
陳一如,4,好吃，但有點貴
杭特的鯰魚,3,(由 Google 提供翻譯) 不便宜(原始評論)不便宜
corey wang,4,好吃，只是價格不便宜
邱美雲,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Jack Hwu,4,(由 Google 提供翻譯) 菜色多(原始評論)菜色多
羅志傑,4,日式居多、現場熱食也不少，來之前別吃東西，來之後別吃太多東西。
郭謙倫,4,素食套餐還不錯，建議2-3年小換菜單，吸引素食顧客~~~
陳家祥,5,食材豐富 新鮮
孟廉,4,好吃 請先看 價格
chang morris,5,餐飲豐富
chiayu chou,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
謝易達,4,(由 Google 提供翻譯) 新鮮食材(原始評論)食材新鮮
ching-wen kuo,4,(由 Google 提供翻譯) 很多美食可享用(原始評論)很多美食可享用
Houston Liu,4,好吃，選擇性多
TW ZH,3,"3.5顆星菜色很多,可以吃飽, 但都稱不上好吃骰子牛 有煎香但灑太多鹽了 烤牛肉串 跟蛤仔湯 不錯,冰淇淋 ⋯⋯更多3.5顆星菜色很多,可以吃飽, 但都稱不上好吃骰子牛 有煎香但灑太多鹽了 烤牛肉串 跟蛤仔湯 不錯,冰淇淋其他都可以不用嘗試服務與價位不對等"
吳紹維,4,食物都很棒，如果想省一點建議兩點以後來，可以少一百
Jesse Chang,1,"看起來很精緻, 可是吃起來不怎麼樣. 例如天婦羅炸蝦就細的不得了! 且價格偏貴."
徐榮俊,4,多樣性的美食，現做料理，適合食量大的人們飽餐一頓。
Lee Andre,4,餐點好吃，價位有點高
cliff su,4,空間滿大，食物還不賴
方琦,4,餐點多樣又豐富，經常跟家人去打牙祭！
Bryan T,4,食物種類多印象好吃的有骰子牛其他就感覺普通甜點也有很多種類，但基本上都蠻普通的
汝霖莊,4,(由 Google 提供翻譯) 狂吃美食的好地方(原始評論)狂吃美食的好地方
Small Plue,3,真的還好
張小七,3,價位與提供的食物不符，有很多地雷菜，以前常吃，一成不變，現在相同價位我會選擇海港餐廳
黃遙,4,Cp值還不錯，我一個胖子男生每一種菜色吃一圈也差不多要炸了，菜色很豐富。唯一就是切肉排隊人多就是要等等囉。
章佳騏,3,"中午時段吃的，熱炒類的不算多，烤鴨只會一小塊夾在餅裡給客人，想多吃點烤鴨就得多吃很多餅皮、蔥絲和小黃瓜，鐵板燒要等，而且主要原因是廚師一次只做一點點而不是來不及做，烤牛肉不是沒有了，就是只給很小一塊，不知道是因為錯估客人的食用量還是吝嗇，Häagen-Dazs的冰淇淋有些偏硬挖不起來，以吃到的食物美味度來說有四顆星以上，考量價錢和""想吃卻吃不到""的東西來說最多就三顆星了吧。"
Zong-Yao Chen,5,蠻好吃的服務也不錯
鞠秀黛,4,可以吃到飽價位在中偏上
飄飄,4,服務態度不太好 有些東西滿好吃的
alex tu,4,餐點不錯，服務也不錯
yawei lee,4,物超所值，適合聚餐所在
CHIENHUNG LIAO,5,撐死了
Yawei Tsai,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
馮國栓,4,(由 Google 提供翻譯) 新鮮食材(原始評論)食材新鮮
Ahern Wang,5,(由 Google 提供翻譯) 食物好吃(原始評論)食物好吃
江衍宏,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
"P. C.,",5,(由 Google 提供翻譯) 好吃(原始評論)好吃
太醫令,5,食材新鮮，服務貼心
阿肥,5,氣氛不錯
簡鳳凰,1,(由 Google 提供翻譯) 食物菜色多 也不難吃 大部份服務員真的不錯 但是就是有些特別的服務員 是不是 老闆對他不好 他才這樣呢！ 😡( 2:20 服務生走到我們的桌旁直接拿走餐桌上的餐具&食物服務員他說我們員工要用餐了。這是怎麼了............... ....... ) …更多(由 Google 提供翻譯) 食物菜色多 也不難吃 大部份服務員真的不錯 但是就是有些特別的服務員 是不是 老闆對他不好 他才這樣呢！ 😡( 2:20 服務生走到我們的桌旁直接拿走餐桌上的餐具&食物服務員他說我們員工要用餐了。這是怎麼了............... ....... )(原始評論)食物菜色多 也不難吃 大部份服務員真的不錯 但是就是有些特別的服務員 是不是 老板對他不好 他才這樣呢！ 😡(  2:20 服務生走到我們的桌旁 直接拿走餐桌上的餐具&食物 服務員他說我們員工要用餐了 。這是怎麼了...................... )
藍慧雯,4,還不錯的聚會點，菜色豐富
徐千期,1,東西普普
Brent,4,(由 Google 提供翻譯) 價格昂貴，但總的來說值得(原始評論) …更多(由 Google 提供翻譯) 價格昂貴，但總的來說值得(原始評論)Expensive but generally worth it
Riyon Chiang,5,菜色多樣用餐沒有時間限制
Vick Wu,5,(由 Google 提供翻譯) 菜色多！好吃(原始評論)菜色多！好吃
Hsieh Bg,5,食材豐富新鮮好吃，但有點小貴
Pearl Wang,5,菜色種類多，取餐區寬敞擺設用心，CP值佳，人員服務親切車方便，空間裝潢燈光色調舒適，家族聚餐好地點，建議用餐時段前往菜色選擇會較多
HaoSheng Lin,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
健華祝,4,食材種類讓人滿意，用餐環境及服務一流。
Ravi Govindan,4,(由 Google 提供翻譯) 很棒的自助晚餐。我有一些蔬菜食物!!(原始評論) …更多(由 Google 提供翻譯) 很棒的自助晚餐。我有一些蔬菜食物!!(原始評論)Good buffet dinner. I got some veg food !!
YL C,4,選擇多樣，用餐時間長可以慢慢享用
李大喬,4,種類繁多，口味也很好
率性,3,餐點選擇多樣，空間寬敞，但食物雖多，真正稱上美味的料理不多，比較適合聚餐吃粗飽。
Abby H,4,空間大  食物種類多  希望甜點好吃一點就更完美了
李四,4,種類很多，吃得過癮，可惜上次去冰弄很硬不好挖，牛肉嚼不斷，價格偏高
莊勳堯,5,菜色多樣
黃證綱,5,害我變肥
Liao Chi-Wen,5,算是中壢最好的吃到飽
智惠羅,5,菜色不錯哦！
許Steven,4,我覺得燙青菜只有空心菜和大陸妹有點普通，別家的好像都有比較特殊平常吃不到的青菜。
fOoLjImMy Chiang,4,餐點不錯
洪有甘,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Yukai Chen,4,貴! 但是有享受到
Ting-Fu Chen,2,價位高的食物不多。
強強,4,東西都好吃
yu-hsiu liu,5,多樣化的日式料理，歡迎品嚐
Miku Chen,5,菜色多樣、新鮮好吃，百去不膩
陳夢蝶,4,種類多，純果汁
葉蕙芬,2,價位太高，用餐時間太少
彭先生,4,菜色很豐富，價格算優惠，適合大胃王，個人最推薦入口生魚片區旁熱炒區中的鹽酥蝦
張清濱,3,價錢太貴
Rita Wong,5,(由 Google 提供翻譯) 推，自助餐(原始評論)推，自助餐
白浩宇,5,(由 Google 提供翻譯) 好吃～～～～～(原始評論)好吃～～～～～
