評論者,評等,評語
招財貓貓,5,"雖然漲價了但到目前為止吃到飽餐廳 ⋯⋯更多雖然漲價了但到目前為止吃到飽餐廳還是這家最好吃他的餐點真的都比較好吃雖然坐位很陽春首先是熟食區好吃的有1.甜心地瓜-好吃2.羊肋排+蒙古風味-好吃3.炸雞腿-這是新的-好吃4.酥皮濃湯-好喝5.脆皮燒鴨捲-好吃甜點區炒冰換成雪花冰多了沙瓦區1.烤布雷-大人小孩都愛吃-一定要吃3-5杯才爽2.提拉米蘇-好吃-但他少了自己加甜度3.草莓沙瓦-新產品-好喝4.哈根達斯-吃到膩了-所以還好-很甜的冰5.70%巧克力蛋糕-比古典巧克好吃服務方面收盤子快補餐點快雖然到後面都在吃甜點有點可惜熟食區補滿那些生日的話會送茶包組合就是泡茶區那些茶包也不錯了!有的是生日完全不送的!這次疫情關係家人都不敢去現場吃剛好饗食推出外帶餐是可以自己選擇餐點我選999套餐有德國豬腳(普通)+高麗菜(好吃)+照燒雞(好吃)+孜然肋排(好吃)因為怕吃不飽又多加鮭魚炒飯+199加運費+70有首次優惠-49總共1,219剛收到時看到份量覺得有點少不過吃起來還算剛好吃飽缺點是只有幾樣能選沒有點心，價格小貴還是覺得去現場吃比較好評分:7分/10分現場吃的話評分:9分/10分"
Josephine An,5,"第一次帶媽媽吃這麼貴的吃到飽,媽媽很喜歡唷!"
俞梅英,4,因為疫情關係，所以餐點都有加蓋，清潔做的很仔細，讓我很放心在這用餐
TACJ Tan,5,豐富的美食
張阿章,4,吃得很飽 食物還算蠻精緻
張瓊文,4,"我好喜歡喝他們家的茶包,別的地方買不到"
SEWON LEE,4,(由 Google 提供翻譯) 靠窗座位的景色是最好的！食物種類繁多，但沒有令人驚訝的美味。只是... …更多(由 Google 提供翻譯) 靠窗座位的景色是最好的！食物種類繁多，但沒有令人驚訝的美味。只是...(原始評論)창가쪽 자리의 뷰가 최고!!음식 종류는 많은데 의외로 맛있게 먹은건 없다그냥저냥... 쏘쏘
チンシズカ,2,1）.服務沒特別的卻收10%。2）.餐點都還沒用完就急著結帳的感覺很不好。3）.料理都是60分，這個不好吃那換別的吃的概念。默默的就飽了，但都不驚艷⋯ ⋯⋯更多1）.服務沒特別的卻收10%。2）.餐點都還沒用完就急著結帳的感覺很不好。3）.料理都是60分，這個不好吃那換別的吃的概念。默默的就飽了，但都不驚艷⋯4）.不會推薦朋友，如果一樣價位還有更好更專業的餐飲業者。是沒有衛生不好之類的，想嚐鮮還是很可以去的。
Robin Cheng,5,羊肩排和香魚調理的恰到好處，天使紅蝦熟度完美
Yu Chen,4,普通，大直菜色多一點
大熊,5,之前都是去大直店 第一次吃這裡的假日午餐 餐點豐盛 生魚片 焗烤生蠔 炸蝦 饗樂骨 烤鴨捲餅 德國豬腳 烤布蕾等等 都非常美味 工作人員態度親切
謝仁宗,5,好吃，種類多
周銘強,4,客人少很多很多，服務也變好了很多，座位安排間距夠大，用餐時也不會覺得心慌慌的。
windkidll Chen,5,平日下午茶沒什麼人很舒適
林yenchiu,5,真的蠻好吃的，靠窗更是一種享受
HOWARD CHEN,4,服務部分收盤有禮且迅速食物的部分都不會太差，取完也確實在幾分鐘內補上如麵包屑、焗烤生蠔皆是近期又有許多折扣活動 且客人與客人之間皆有隔桌而坐，有種更放心的感覺
yc nail,5,價格比較高但是東西很不錯❤️
鄒恒敏,4,今日午餐服務接待都很好！看到主廚現場督導·外場主管-親切主動詢問！整體感受都很好！優質聚餐好餐廳！👍濃縮咖啡👍
瑋瑋兒,1,你們的壽司飯 米飯比10元壽司品質還不好..生魚片各種腥味 然後都是筋膜 師傅會不會處理生食啊...吃到有點傻眼
黃彥誠,5,燈光美，氣氛佳~~廚師和善，食物不像別人說的不新鮮，蠻推薦的
Chun-Fu Wang,5,食材新鮮，種類多
曼赤肯,5,CP值很好、值得回顧的好商家～～～
許成,4,今天中午用餐-兩位1405元台北第一自助餐廳。寬敞空間。服務頗佳。鐵板區-骰子牛·天使蝦。牛排·德國豬腳-醬料酸菜。炙燒和牛·炸蝦·天婦羅。熱食·湯品夠多。飲料·甜點。
翁金珠,4,(由 Google 提供翻譯) 讃，好吃(原始評論)讃，好吃
Cat Yang,5,用餐環境舒適，服務生很用心，餐點好吃
游日春,3,20200315去吃午餐，食物的種類及品質都算多樣且不錯，可是個人我覺得焗烤牡蠣不夠Q彈，清蒸螃蟹肉少且不夠緊緻，跟我上次201912來吃時是一樣的感覺
Hanzy,4,因為漲價CP值沒以前高了
張晉豪,4,食物新鮮
邱珮婕,5,東西好吃，精緻，比京站店好吃
Jones Chang,4,(由 Google 提供翻譯) 好(原始評論)好
陳翰言易,5,衛生，美味
WaWa Pam,2,"去電前問到3人也可以8折，不用再多下載APP,結帳時變成2人8折1人原價，為了不讓員工當成傲客，只好摸摸鼻子自認倒楣，第一次吃信義店，不知道是信義店菜色就這麼少？還是價格打折，菜色也打折？很後悔沒訂板橋店"
Andy Chao,4,可以飽餐一頓的地方，有基本的雞尾酒，炸蝦優！
Tim Wang,4,(由 Google 提供翻譯) 可以！(原始評論)可以！
Vanessa Hsieh,5,CP值高，餐點口味也都有一定的水準！
黃玲玉,4,好吃，人員服務不錯
andy Yen,4,(由 Google 提供翻譯) Buffet天堂(原始評論)Buffet天堂
Pu Ariel,3,牛排好硬咬不動、螃蟹類看起來不是很新鮮所以都沒敢吃！種類不少但想吃第二次的不多！推薦飲料和紅豆抹茶冰😂餐廳氣氛不錯，多給一顆星～
Torr Chang,4,餐點蠻多樣化的，異國風都有，覺得飲料和甜點沒很喜歡，其他的就不錯！
FSD,4,"(由 Google 提供翻譯) 各種西式，日式和中式食品。價格昂貴，通常需要預訂。(原始評論) …更多(由 Google 提供翻譯) 各種西式，日式和中式食品。價格昂貴，通常需要預訂。(原始評論)Wide variety of Western, Japanese and Chinese food. Pricey and usually needs reservations."
桃盧,5,很棒，有供應素食，素食朋友可以多一處選餐。
21826 Win,4,整體cp值 很好  適合聚餐
洪秀珍,3,很享受的下午響食天堂，👍👍👍
吳東林,4,交通方便，空間動線舒適，餐食可口。
ㄆㄥ國書,3,吃完回來，拉肚子
jones lu,5,雖用餐價格不便宜，但東西很新鮮又好吃。只是很可惜用餐時間只有2小時。座位跟走道都很寬敞，很適合離開座位衝刺奪取熱騰騰的食材。行動不方便者更能在人群中穿梭自如，寬敞到就像下雨天不撐傘，也能躲雨的細縫來去自如~
朱明輝,3,炒高麗菜及炒飯，鳳爪是所有北市自助餐廳最好吃的，簡單中的不平凡
yao yen Huang,3,很少會有吃到飽的自助餐，會有想要吃什麼都已經沒有的狀態...這間的座位實在太多了，多到容納的人吃的速度超過了補餐的速度。 ⋯⋯更多很少會有吃到飽的自助餐，會有想要吃什麼都已經沒有的狀態...這間的座位實在太多了，多到容納的人吃的速度超過了補餐的速度。食物品質就是響食的基本品質，如果你真的很想要很棒的用餐體驗，可以選擇內湖美麗華店或是台北車站的旗艦店...這間真的座位多過於提供的餐點。（會不會是因為有高價的響響在附近的關係所以特別搞這樣呢？）
Budianto Wijaya,4,(由 Google 提供翻譯) 愛它(原始評論)love it
fish kuo,5,品項多，食材多有一定水準，生魚片、壽司不錯，干貝、烤蝦超好吃！
自由妃,5,很多人說饗食食材不好，但我不這麼想，因為不吃牛羊豬的我，其實很少東西可以吃，這裡很多海鮮，從鹽烤到炸物\生食，食物多元化讓我相當滿足
電腦工人,5,服務不錯
Mosquito Lin,3,價位偏高，等待時間過久
羅瑋琳,5,(由 Google 提供翻譯) 聚餐好地方(原始評論)聚餐好地方
Lily Chang,4,東西新鮮好吃之外種類也算多
吳湘琪,3,生日優待改為很麻煩！
sᴜsᴀɴ 明明,5,"(由 Google 提供翻譯) 個人而言，這是我在台灣最喜歡的自助餐之一。相比價格範圍，價格也不錯。您可以享受各種西式，中式和日式料理。許多當地人參觀這裡，那裡有各種飲料和甜點。但是，總是有很多人，因此最好進行預訂。另外，預訂房間時，請坐在靠窗的座位上，一邊欣賞101塔樓景觀，一邊吃飯。我個人在菜單上有最美味的立方牛排和奶酪牡蠣。哦，蝦天婦羅也很好吃。您還可以享受無限量的台灣啤酒，因此對那些喜歡喝酒的人來說非常棒。帶你的父母沒關係。有點類似於韓國的Todai …更多(由 Google 提供翻譯) 個人而言，這是我在台灣最喜歡的自助餐之一。相比價格範圍，價格也不錯。您可以享受各種西式，中式和日式料理。許多當地人參觀這裡，那裡有各種飲料和甜點。但是，總是有很多人，因此最好進行預訂。另外，預訂房間時，請坐在靠窗的座位上，一邊欣賞101塔樓景觀，一邊吃飯。我個人在菜單上有最美味的立方牛排和奶酪牡蠣。哦，蝦天婦羅也很好吃。您還可以享受無限量的台灣啤酒，因此對那些喜歡喝酒的人來說非常棒。帶你的父母沒關係。有點類似於韓國的Todai Buffet。厭倦台灣美食或想吃海鮮的好地方。(原始評論)개인적으로 대만에 있는 뷔페중에 좋아하는곳중 한곳. 가격대 비해 여기도 가성비가 좋은편이다. 양식 중식 일식을 다양하게 즐길수 있다. 현지인들도 많이 방문하는편이고 음료도 다양하고 디저트도 다양한 편이다. 단, 항상 사람이 많은 편이라 예약을 하고 가는게 가장 좋다. 그리고 예약할적에 창가 자리로 요청해서 101타워 뷰를 보면서 먹는것도 추천. 개인적으로 메뉴중에 큐브스테이크랑 치즈굴구이를 가장 맛있게 먹었다. 아, 새우튀김도 빠싹하니 제법 맛있었다. 타이완 맥주도 무제한으로 즐길수 있으니 술 좋아하는 사람들에겐 정말 좋을듯. 부모님 모시고 가기에도 괜찮다. 약간 한국에 토다이 뷔페랑 비슷함. 대만음식에 질렸을때 혹은 해산물을 마음껏 먹고 싶을때 방문하기 좋은 장소."
wei Chang,4,生巧克力好吃 蛤蜊湯好喝 海鮮普通
張子聖,4,以這樣子的價位可以
Cobra Lin,5,用餐環境很舒適
張云瑄,2,沒有到很好吃 不會特別想去吃的那種
rj cosca,5,(由 Google 提供翻譯) 自助餐的好地方，可以吃很多食物(原始評論) …更多(由 Google 提供翻譯) 自助餐的好地方，可以吃很多食物(原始評論)Good buffet place to eat many food options
Cai Cai,4,服務態度都不錯  東西還可以
Karen Gramajo,4,"(由 Google 提供翻譯) 與其他自助餐廳相比，100％良好的客戶服務，90％的食品多樣化，100％的清潔宜人的氛圍。(原始評論) …更多(由 Google 提供翻譯) 與其他自助餐廳相比，100％良好的客戶服務，90％的食品多樣化，100％的清潔宜人的氛圍。(原始評論)Atención al cliente 100% buena, variedad de comida 90% a comparación de otros restaurantes buffet, ambiente limpio y agradable 100%."
張秋娜,5,服務人員都很親切 桌面的整理也很迅速 乾淨， 東西也都很好吃 會讓人想再度去消費的店，但停車費價格不低，要記得事先說明有停車，服務人員會幫你處理停車費用的問題
芊,5,牛排、生魚片區(有生牛肉還有花枝)好好吃最讓我驚豔的是甜點的烤布蕾還有烤葡萄柚吃了有8個葡萄柚吧XDDD
Tommy Wu,5,"食品新鮮,價格合理"
王阿肥,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Antony Shen,5,餐點都很好吃，服務生收拾碗盤速度很快，環境舒服
邱昱翔,5,選擇多 海鮮  新鮮 但是結帳服務人員 需要加油 多為客人想一下
ML W,4,(由 Google 提供翻譯) 好(原始評論)좋아요
Sandy Lin,2,餐點品項不夠豐富不夠多元，有些餐點的品質不佳牛肉甚至還有腥味，以這個價位還有其他更好的選擇
許易萍,5,很適合家庭聚餐或是公司聚餐
Tan Tan,3,食物其實不多，味道也不好吃，只有現場料理的那些櫃ok
Nat Ji,4,"(由 Google 提供翻譯) 這裡的食物很好吃，包括飲料。他們有西餐，日本料理，中餐和甜點，大量水果，海鮮和沙拉。一些工作人員非常友善和有禮貌，前台的一些工作人員有些粗魯。除此之外，我們還吃了一頓美餐！ …更多(由 Google 提供翻譯) 這裡的食物很好吃，包括飲料。他們有西餐，日本料理，中餐和甜點，大量水果，海鮮和沙拉。一些工作人員非常友善和有禮貌，前台的一些工作人員有些粗魯。除此之外，我們還吃了一頓美餐！(原始評論)The food here is quite nice, drinks are included. They have Western, Japanese, Chinese food and desserts, lots of fruit, seafood and salad.Some staff were quite nice and polite, some staff from the front desk were a bit rude. Other than this, we had a great meal!"
July chang,5,位置很寬敞，食物種類多
Calvin Huang,5,"(由 Google 提供翻譯) 非常好，喜歡它。(原始評論)Excellent, love it."
Chou Dino,5,樣式很多 新鮮 久久吃一次 很ok
Cecilia Lin,5,比其他分店好訂
Jessica,4,體驗還不錯，食物符合個人味口！不知道為什麼覺得他們的生菜沙拉，就是比別間好吃！
李麗娟,5,場地寬 動線好 食物吸引人
Charles G. Lin,5,(由 Google 提供翻譯) 真的很棒的自助餐的地方。好品種。新鮮的食材。 …更多(由 Google 提供翻譯) 真的很棒的自助餐的地方。好品種。新鮮的食材。(原始評論)Really amazing buffet place.Good variety. Fresh ingredients.
leo yeh,1,初四中午用餐，干貝跟紅蝦要排非常的久，而且一批都非常少，這明顯是你們的問題，你們明知道會有這個問題，為什麼不多請一個人煎，你們就放任這種情況下去，請不要跟我說排久一點就吃的到之類逃避問題的話，難道我們有五小時用餐時間嗎？而且跟本沒有羊排，這個餐期網站上說是有羊排的，這跟本廣告不實，我就是為了羊排去的，你們這樣跟詐欺有什麼不一樣。
林愛德華,5,(由 Google 提供翻譯) 很好吃(原始評論)很好吃
